trace_id,latency,total_spans,contains_errors,error_rate,error_messages,operation,services,longest_span_service,longest_span_duration,mean_span_duration
01d376213d870a48,14747,33,False,0.0,,/wrk2-api/post/compose,home-timeline-service; compose-post-service; user-service; nginx-web-server; post-storage-service; user-mention-service; user-timeline-service; social-graph-service; unique-id-service; text-service; url-shorten-service; media-service,user-timeline-service,1414,577.8484848484849
003e1d54fffe63f8,13991,33,False,0.0,,/wrk2-api/post/compose,home-timeline-service; compose-post-service; user-service; nginx-web-server; post-storage-service; user-mention-service; user-timeline-service; social-graph-service; unique-id-service; text-service; url-shorten-service; media-service,url-shorten-service,1442,553.6060606060606
028536bb3a6d5ee8,12369,33,False,0.0,,/wrk2-api/post/compose,home-timeline-service; compose-post-service; user-service; nginx-web-server; post-storage-service; user-mention-service; user-timeline-service; social-graph-service; unique-id-service; text-service; url-shorten-service; media-service,social-graph-service,1274,492.030303030303
01dc0fea3309d498,16140,33,False,0.0,,/wrk2-api/post/compose,home-timeline-service; compose-post-service; user-service; nginx-web-server; post-storage-service; user-mention-service; user-timeline-service; social-graph-service; unique-id-service; text-service; url-shorten-service; media-service,url-shorten-service,1653,628.8787878787879
00bdcb94460a820c,14449,33,False,0.0,,/wrk2-api/post/compose,home-timeline-service; compose-post-service; user-service; nginx-web-server; post-storage-service; user-mention-service; user-timeline-service; social-graph-service; unique-id-service; text-service; url-shorten-service; media-service,user-timeline-service,1583,574.939393939394
00d139c68252439c,15343,33,False,0.0,,/wrk2-api/post/compose,home-timeline-service; compose-post-service; user-service; nginx-web-server; post-storage-service; user-mention-service; user-timeline-service; social-graph-service; unique-id-service; text-service; url-shorten-service; media-service,user-timeline-service,1664,619.6666666666666
0196b8a1b6d2e326,14072,33,False,0.0,,/wrk2-api/post/compose,home-timeline-service; compose-post-service; user-service; nginx-web-server; post-storage-service; user-mention-service; user-timeline-service; social-graph-service; unique-id-service; text-service; url-shorten-service; media-service,user-timeline-service,1265,553.5151515151515
01d376213d870a48,14747,33,False,0.0,,/wrk2-api/post/compose,home-timeline-service; compose-post-service; user-service; nginx-web-server; post-storage-service; user-mention-service; user-timeline-service; social-graph-service; unique-id-service; text-service; url-shorten-service; media-service,user-timeline-service,1414,577.8484848484849
003e1d54fffe63f8,13991,33,False,0.0,,/wrk2-api/post/compose,home-timeline-service; compose-post-service; user-service; nginx-web-server; post-storage-service; user-mention-service; user-timeline-service; social-graph-service; unique-id-service; text-service; url-shorten-service; media-service,url-shorten-service,1442,553.6060606060606
028536bb3a6d5ee8,12369,33,False,0.0,,/wrk2-api/post/compose,home-timeline-service; compose-post-service; user-service; nginx-web-server; post-storage-service; user-mention-service; user-timeline-service; social-graph-service; unique-id-service; text-service; url-shorten-service; media-service,social-graph-service,1274,492.030303030303
01dc0fea3309d498,16140,33,False,0.0,,/wrk2-api/post/compose,home-timeline-service; compose-post-service; user-service; nginx-web-server; post-storage-service; user-mention-service; user-timeline-service; social-graph-service; unique-id-service; text-service; url-shorten-service; media-service,url-shorten-service,1653,628.8787878787879
028536bb3a6d5ee8,12369,33,False,0.0,,/wrk2-api/post/compose,home-timeline-service; compose-post-service; user-service; nginx-web-server; post-storage-service; user-mention-service; user-timeline-service; social-graph-service; unique-id-service; text-service; url-shorten-service; media-service,social-graph-service,1274,492.030303030303
01dc0fea3309d498,16140,33,False,0.0,,/wrk2-api/post/compose,home-timeline-service; compose-post-service; user-service; nginx-web-server; post-storage-service; user-mention-service; user-timeline-service; social-graph-service; unique-id-service; text-service; url-shorten-service; media-service,url-shorten-service,1653,628.8787878787879
00bdcb94460a820c,14449,33,False,0.0,,/wrk2-api/post/compose,home-timeline-service; compose-post-service; user-service; nginx-web-server; post-storage-service; user-mention-service; user-timeline-service; social-graph-service; unique-id-service; text-service; url-shorten-service; media-service,user-timeline-service,1583,574.939393939394
00d139c68252439c,15343,33,False,0.0,,/wrk2-api/post/compose,home-timeline-service; compose-post-service; user-service; nginx-web-server; post-storage-service; user-mention-service; user-timeline-service; social-graph-service; unique-id-service; text-service; url-shorten-service; media-service,user-timeline-service,1664,619.6666666666666
0196b8a1b6d2e326,14072,33,False,0.0,,/wrk2-api/post/compose,home-timeline-service; compose-post-service; user-service; nginx-web-server; post-storage-service; user-mention-service; user-timeline-service; social-graph-service; unique-id-service; text-service; url-shorten-service; media-service,user-timeline-service,1265,553.5151515151515
01d376213d870a48,14747,33,False,0.0,,/wrk2-api/post/compose,home-timeline-service; compose-post-service; user-service; nginx-web-server; post-storage-service; user-mention-service; user-timeline-service; social-graph-service; unique-id-service; text-service; url-shorten-service; media-service,user-timeline-service,1414,577.8484848484849
003e1d54fffe63f8,13991,33,False,0.0,,/wrk2-api/post/compose,home-timeline-service; compose-post-service; user-service; nginx-web-server; post-storage-service; user-mention-service; user-timeline-service; social-graph-service; unique-id-service; text-service; url-shorten-service; media-service,url-shorten-service,1442,553.6060606060606
01dc0fea3309d498,16140,33,False,0.0,,/wrk2-api/post/compose,home-timeline-service; compose-post-service; user-service; nginx-web-server; post-storage-service; user-mention-service; user-timeline-service; social-graph-service; unique-id-service; text-service; url-shorten-service; media-service,url-shorten-service,1653,628.8787878787879
00bdcb94460a820c,14449,33,False,0.0,,/wrk2-api/post/compose,home-timeline-service; compose-post-service; user-service; nginx-web-server; post-storage-service; user-mention-service; user-timeline-service; social-graph-service; unique-id-service; text-service; url-shorten-service; media-service,user-timeline-service,1583,574.939393939394
00d139c68252439c,15343,33,False,0.0,,/wrk2-api/post/compose,home-timeline-service; compose-post-service; user-service; nginx-web-server; post-storage-service; user-mention-service; user-timeline-service; social-graph-service; unique-id-service; text-service; url-shorten-service; media-service,user-timeline-service,1664,619.6666666666666
0196b8a1b6d2e326,14072,33,False,0.0,,/wrk2-api/post/compose,home-timeline-service; compose-post-service; user-service; nginx-web-server; post-storage-service; user-mention-service; user-timeline-service; social-graph-service; unique-id-service; text-service; url-shorten-service; media-service,user-timeline-service,1265,553.5151515151515
01d376213d870a48,14747,33,False,0.0,,/wrk2-api/post/compose,home-timeline-service; compose-post-service; user-service; nginx-web-server; post-storage-service; user-mention-service; user-timeline-service; social-graph-service; unique-id-service; text-service; url-shorten-service; media-service,user-timeline-service,1414,577.8484848484849
003e1d54fffe63f8,13991,33,False,0.0,,/wrk2-api/post/compose,home-timeline-service; compose-post-service; user-service; nginx-web-server; post-storage-service; user-mention-service; user-timeline-service; social-graph-service; unique-id-service; text-service; url-shorten-service; media-service,url-shorten-service,1442,553.6060606060606
028536bb3a6d5ee8,12369,33,False,0.0,,/wrk2-api/post/compose,home-timeline-service; compose-post-service; user-service; nginx-web-server; post-storage-service; user-mention-service; user-timeline-service; social-graph-service; unique-id-service; text-service; url-shorten-service; media-service,social-graph-service,1274,492.030303030303
028536bb3a6d5ee8,12369,33,False,0.0,,/wrk2-api/post/compose,home-timeline-service; compose-post-service; user-service; nginx-web-server; post-storage-service; user-mention-service; user-timeline-service; social-graph-service; unique-id-service; text-service; url-shorten-service; media-service,social-graph-service,1274,492.030303030303
01dc0fea3309d498,16140,33,False,0.0,,/wrk2-api/post/compose,home-timeline-service; compose-post-service; user-service; nginx-web-server; post-storage-service; user-mention-service; user-timeline-service; social-graph-service; unique-id-service; text-service; url-shorten-service; media-service,url-shorten-service,1653,628.8787878787879
00bdcb94460a820c,14449,33,False,0.0,,/wrk2-api/post/compose,home-timeline-service; compose-post-service; user-service; nginx-web-server; post-storage-service; user-mention-service; user-timeline-service; social-graph-service; unique-id-service; text-service; url-shorten-service; media-service,user-timeline-service,1583,574.939393939394
00d139c68252439c,15343,33,False,0.0,,/wrk2-api/post/compose,home-timeline-service; compose-post-service; user-service; nginx-web-server; post-storage-service; user-mention-service; user-timeline-service; social-graph-service; unique-id-service; text-service; url-shorten-service; media-service,user-timeline-service,1664,619.6666666666666
0196b8a1b6d2e326,14072,33,False,0.0,,/wrk2-api/post/compose,home-timeline-service; compose-post-service; user-service; nginx-web-server; post-storage-service; user-mention-service; user-timeline-service; social-graph-service; unique-id-service; text-service; url-shorten-service; media-service,user-timeline-service,1265,553.5151515151515
01d376213d870a48,14747,33,False,0.0,,/wrk2-api/post/compose,home-timeline-service; compose-post-service; user-service; nginx-web-server; post-storage-service; user-mention-service; user-timeline-service; social-graph-service; unique-id-service; text-service; url-shorten-service; media-service,user-timeline-service,1414,577.8484848484849
003e1d54fffe63f8,13991,33,False,0.0,,/wrk2-api/post/compose,home-timeline-service; compose-post-service; user-service; nginx-web-server; post-storage-service; user-mention-service; user-timeline-service; social-graph-service; unique-id-service; text-service; url-shorten-service; media-service,url-shorten-service,1442,553.6060606060606
00d139c68252439c,15343,33,False,0.0,,/wrk2-api/post/compose,home-timeline-service; compose-post-service; user-service; nginx-web-server; post-storage-service; user-mention-service; user-timeline-service; social-graph-service; unique-id-service; text-service; url-shorten-service; media-service,user-timeline-service,1664,619.6666666666666
0196b8a1b6d2e326,14072,33,False,0.0,,/wrk2-api/post/compose,home-timeline-service; compose-post-service; user-service; nginx-web-server; post-storage-service; user-mention-service; user-timeline-service; social-graph-service; unique-id-service; text-service; url-shorten-service; media-service,user-timeline-service,1265,553.5151515151515
01d376213d870a48,14747,33,False,0.0,,/wrk2-api/post/compose,home-timeline-service; compose-post-service; user-service; nginx-web-server; post-storage-service; user-mention-service; user-timeline-service; social-graph-service; unique-id-service; text-service; url-shorten-service; media-service,user-timeline-service,1414,577.8484848484849
003e1d54fffe63f8,13991,33,False,0.0,,/wrk2-api/post/compose,home-timeline-service; compose-post-service; user-service; nginx-web-server; post-storage-service; user-mention-service; user-timeline-service; social-graph-service; unique-id-service; text-service; url-shorten-service; media-service,url-shorten-service,1442,553.6060606060606
028536bb3a6d5ee8,12369,33,False,0.0,,/wrk2-api/post/compose,home-timeline-service; compose-post-service; user-service; nginx-web-server; post-storage-service; user-mention-service; user-timeline-service; social-graph-service; unique-id-service; text-service; url-shorten-service; media-service,social-graph-service,1274,492.030303030303
01dc0fea3309d498,16140,33,False,0.0,,/wrk2-api/post/compose,home-timeline-service; compose-post-service; user-service; nginx-web-server; post-storage-service; user-mention-service; user-timeline-service; social-graph-service; unique-id-service; text-service; url-shorten-service; media-service,url-shorten-service,1653,628.8787878787879
00bdcb94460a820c,14449,33,False,0.0,,/wrk2-api/post/compose,home-timeline-service; compose-post-service; user-service; nginx-web-server; post-storage-service; user-mention-service; user-timeline-service; social-graph-service; unique-id-service; text-service; url-shorten-service; media-service,user-timeline-service,1583,574.939393939394
01d376213d870a48,14747,33,False,0.0,,/wrk2-api/post/compose,home-timeline-service; compose-post-service; user-service; nginx-web-server; post-storage-service; user-mention-service; user-timeline-service; social-graph-service; unique-id-service; text-service; url-shorten-service; media-service,user-timeline-service,1414,577.8484848484849
003e1d54fffe63f8,13991,33,False,0.0,,/wrk2-api/post/compose,home-timeline-service; compose-post-service; user-service; nginx-web-server; post-storage-service; user-mention-service; user-timeline-service; social-graph-service; unique-id-service; text-service; url-shorten-service; media-service,url-shorten-service,1442,553.6060606060606
028536bb3a6d5ee8,12369,33,False,0.0,,/wrk2-api/post/compose,home-timeline-service; compose-post-service; user-service; nginx-web-server; post-storage-service; user-mention-service; user-timeline-service; social-graph-service; unique-id-service; text-service; url-shorten-service; media-service,social-graph-service,1274,492.030303030303
01dc0fea3309d498,16140,33,False,0.0,,/wrk2-api/post/compose,home-timeline-service; compose-post-service; user-service; nginx-web-server; post-storage-service; user-mention-service; user-timeline-service; social-graph-service; unique-id-service; text-service; url-shorten-service; media-service,url-shorten-service,1653,628.8787878787879
00bdcb94460a820c,14449,33,False,0.0,,/wrk2-api/post/compose,home-timeline-service; compose-post-service; user-service; nginx-web-server; post-storage-service; user-mention-service; user-timeline-service; social-graph-service; unique-id-service; text-service; url-shorten-service; media-service,user-timeline-service,1583,574.939393939394
00d139c68252439c,15343,33,False,0.0,,/wrk2-api/post/compose,home-timeline-service; compose-post-service; user-service; nginx-web-server; post-storage-service; user-mention-service; user-timeline-service; social-graph-service; unique-id-service; text-service; url-shorten-service; media-service,user-timeline-service,1664,619.6666666666666
0196b8a1b6d2e326,14072,33,False,0.0,,/wrk2-api/post/compose,home-timeline-service; compose-post-service; user-service; nginx-web-server; post-storage-service; user-mention-service; user-timeline-service; social-graph-service; unique-id-service; text-service; url-shorten-service; media-service,user-timeline-service,1265,553.5151515151515
003e1d54fffe63f8,13991,33,False,0.0,,/wrk2-api/post/compose,home-timeline-service; compose-post-service; user-service; nginx-web-server; post-storage-service; user-mention-service; user-timeline-service; social-graph-service; unique-id-service; text-service; url-shorten-service; media-service,url-shorten-service,1442,553.6060606060606
028536bb3a6d5ee8,12369,33,False,0.0,,/wrk2-api/post/compose,home-timeline-service; compose-post-service; user-service; nginx-web-server; post-storage-service; user-mention-service; user-timeline-service; social-graph-service; unique-id-service; text-service; url-shorten-service; media-service,social-graph-service,1274,492.030303030303
01dc0fea3309d498,16140,33,False,0.0,,/wrk2-api/post/compose,home-timeline-service; compose-post-service; user-service; nginx-web-server; post-storage-service; user-mention-service; user-timeline-service; social-graph-service; unique-id-service; text-service; url-shorten-service; media-service,url-shorten-service,1653,628.8787878787879
00bdcb94460a820c,14449,33,False,0.0,,/wrk2-api/post/compose,home-timeline-service; compose-post-service; user-service; nginx-web-server; post-storage-service; user-mention-service; user-timeline-service; social-graph-service; unique-id-service; text-service; url-shorten-service; media-service,user-timeline-service,1583,574.939393939394
00d139c68252439c,15343,33,False,0.0,,/wrk2-api/post/compose,home-timeline-service; compose-post-service; user-service; nginx-web-server; post-storage-service; user-mention-service; user-timeline-service; social-graph-service; unique-id-service; text-service; url-shorten-service; media-service,user-timeline-service,1664,619.6666666666666
0196b8a1b6d2e326,14072,33,False,0.0,,/wrk2-api/post/compose,home-timeline-service; compose-post-service; user-service; nginx-web-server; post-storage-service; user-mention-service; user-timeline-service; social-graph-service; unique-id-service; text-service; url-shorten-service; media-service,user-timeline-service,1265,553.5151515151515
01d376213d870a48,14747,33,False,0.0,,/wrk2-api/post/compose,home-timeline-service; compose-post-service; user-service; nginx-web-server; post-storage-service; user-mention-service; user-timeline-service; social-graph-service; unique-id-service; text-service; url-shorten-service; media-service,user-timeline-service,1414,577.8484848484849
00bdcb94460a820c,14449,33,False,0.0,,/wrk2-api/post/compose,home-timeline-service; compose-post-service; user-service; nginx-web-server; post-storage-service; user-mention-service; user-timeline-service; social-graph-service; unique-id-service; text-service; url-shorten-service; media-service,user-timeline-service,1583,574.939393939394
00d139c68252439c,15343,33,False,0.0,,/wrk2-api/post/compose,home-timeline-service; compose-post-service; user-service; nginx-web-server; post-storage-service; user-mention-service; user-timeline-service; social-graph-service; unique-id-service; text-service; url-shorten-service; media-service,user-timeline-service,1664,619.6666666666666
0196b8a1b6d2e326,14072,33,False,0.0,,/wrk2-api/post/compose,home-timeline-service; compose-post-service; user-service; nginx-web-server; post-storage-service; user-mention-service; user-timeline-service; social-graph-service; unique-id-service; text-service; url-shorten-service; media-service,user-timeline-service,1265,553.5151515151515
01d376213d870a48,14747,33,False,0.0,,/wrk2-api/post/compose,home-timeline-service; compose-post-service; user-service; nginx-web-server; post-storage-service; user-mention-service; user-timeline-service; social-graph-service; unique-id-service; text-service; url-shorten-service; media-service,user-timeline-service,1414,577.8484848484849
003e1d54fffe63f8,13991,33,False,0.0,,/wrk2-api/post/compose,home-timeline-service; compose-post-service; user-service; nginx-web-server; post-storage-service; user-mention-service; user-timeline-service; social-graph-service; unique-id-service; text-service; url-shorten-service; media-service,url-shorten-service,1442,553.6060606060606
028536bb3a6d5ee8,12369,33,False,0.0,,/wrk2-api/post/compose,home-timeline-service; compose-post-service; user-service; nginx-web-server; post-storage-service; user-mention-service; user-timeline-service; social-graph-service; unique-id-service; text-service; url-shorten-service; media-service,social-graph-service,1274,492.030303030303
01dc0fea3309d498,16140,33,False,0.0,,/wrk2-api/post/compose,home-timeline-service; compose-post-service; user-service; nginx-web-server; post-storage-service; user-mention-service; user-timeline-service; social-graph-service; unique-id-service; text-service; url-shorten-service; media-service,url-shorten-service,1653,628.8787878787879
