trace_id,latency,total_spans,contains_errors,error_rate,error_messages,operation,services,longest_span_service,longest_span_duration,mean_span_duration
3dbc4c64bb85d456,5191,15,False,0.0,,HTTP GET /hotels,geo; search; rate; profile; frontend; reservation,frontend,1292,346.06666666666666
4d5b6a2a1a54d3c9,8661,15,False,0.0,,HTTP GET /hotels,geo; rate; search; profile; frontend; reservation,frontend,1691,577.4
51f7770067a72f90,8444,15,False,0.0,,HTTP GET /hotels,geo; rate; search; profile; frontend; reservation,frontend,1647,562.9333333333333
1dc4efd14de2c4f3,5611,15,False,0.0,,HTTP GET /hotels,geo; search; rate; profile; frontend; reservation,frontend,1530,374.06666666666666
5d1adbb995e39ff3,6369,15,False,0.0,,HTTP GET /hotels,geo; rate; search; frontend; profile; reservation,frontend,1589,424.6
02f8cadb56fa832f,8261,15,False,0.0,,HTTP GET /hotels,geo; rate; search; frontend; profile; reservation,frontend,1454,550.7333333333333
0d44145070998b76,7905,15,False,0.0,,HTTP GET /hotels,geo; rate; search; frontend; profile; reservation,frontend,1459,531.6
36a1c9b67daa8100,8420,15,False,0.0,,HTTP GET /hotels,geo; search; rate; profile; frontend; reservation,frontend,1502,561.3333333333334
136135cfa4a77220,6470,15,False,0.0,,HTTP GET /hotels,geo; search; rate; profile; frontend; reservation,frontend,1522,431.3333333333333
7fe396cfd892dd4e,7657,15,False,0.0,,HTTP GET /hotels,geo; rate; search; profile; frontend; reservation,frontend,1501,510.46666666666664
00d1aebaf864c967,8177,15,False,0.0,,HTTP GET /hotels,geo; rate; search; profile; frontend; reservation,frontend,1653,546.4666666666667
5aa5bd5f5fef59ab,2013,3,False,0.0,,HTTP POST /user,frontend; user,frontend,1857,671.0
4a4da6ae0583171f,1578,3,False,0.0,,HTTP POST /user,frontend; user,frontend,1508,526.0
6e572fa261b87f45,10600,5,False,0.0,,HTTP POST /reservation,reservation; frontend; user,reservation,8023,2120.0
6d98ebafc086755a,8908,5,False,0.0,,HTTP POST /reservation,reservation; frontend; user,reservation,6016,1781.6
29fc4eb2cb1429a6,8257,5,False,0.0,,HTTP POST /reservation,reservation; frontend; user,reservation,5850,1651.4
2754a5a640420eb4,1493,3,False,0.0,,HTTP POST /user,frontend; user,frontend,1382,497.6666666666667
65c01e6dc68a2e02,1739,3,False,0.0,,HTTP POST /user,frontend; user,frontend,1598,579.6666666666666
74b7982a3a9c3716,9222,5,False,0.0,,HTTP POST /reservation,reservation; frontend; user,reservation,7203,1844.4
19a4d995cb45e829,15505,5,False,0.0,,HTTP POST /reservation,reservation; frontend; user,reservation,12980,3101.0
300aee3ebced4810,1727,3,False,0.0,,HTTP POST /user,frontend; user,frontend,1619,575.6666666666666
405a0376ac6a5497,12391,5,False,0.0,,HTTP POST /reservation,reservation; frontend; user,reservation,10108,2478.2
7fa51bff5c40c866,6069,15,False,0.0,,HTTP GET /hotels,geo; search; rate; profile; frontend; reservation,frontend,1627,405.73333333333335
2756384e91e0a3d2,3640,6,False,0.0,,HTTP GET /recommendations,recommendation; profile; frontend,frontend,1529,606.6666666666666
26c956a2137b08a1,7871,15,False,0.0,,HTTP GET /hotels,geo; rate; search; profile; frontend; reservation,search,1221,530.3333333333334
748d3788ffcc57be,6495,15,False,0.0,,HTTP GET /hotels,geo; rate; search; profile; frontend; reservation,frontend,1701,433.0
54eebd40ccf726e1,4278,6,False,0.0,,HTTP GET /recommendations,recommendation; profile; frontend,frontend,1829,713.0
349d277a4ccb4341,8237,15,False,0.0,,HTTP GET /hotels,geo; rate; search; frontend; profile; reservation,frontend,1634,556.7333333333333
3f233aca38a7376d,5729,7,False,0.0,,HTTP GET /recommendations,recommendation; profile; frontend,frontend,1751,818.4285714285714
1990b0c04cf4dd1d,3074,6,False,0.0,,HTTP GET /recommendations,recommendation; profile; frontend,frontend,1346,512.3333333333334
65f063ffba3f5339,3563,6,False,0.0,,HTTP GET /recommendations,profile; recommendation; frontend,frontend,1320,593.8333333333334
5ca06c3f3d6b752f,21771,15,False,0.0,,HTTP GET /hotels,geo; search; rate; profile; frontend; reservation,frontend,16602,1451.4
1798392475e54fd0,4049,6,False,0.0,,HTTP GET /recommendations,profile; recommendation; frontend,frontend,1654,674.8333333333334
16344b7e6d36dda1,9098,15,False,0.0,,HTTP GET /hotels,geo; search; rate; profile; frontend; reservation,frontend,1884,612.9333333333333
11f612f8e341f303,4192,6,False,0.0,,HTTP GET /recommendations,recommendation; profile; frontend,frontend,1647,698.6666666666666
776cdd63df07b480,6295,15,False,0.0,,HTTP GET /hotels,geo; rate; search; profile; frontend; reservation,frontend,1477,422.0
3b46aa9c5f093ff4,5276,15,False,0.0,,HTTP GET /hotels,geo; rate; search; profile; frontend; reservation,frontend,1550,353.6666666666667
45bdd1891b57fdc5,8081,15,False,0.0,,HTTP GET /hotels,geo; rate; search; profile; frontend; reservation,frontend,1515,538.7333333333333
37f84576aafdabc8,4194,6,False,0.0,,HTTP GET /recommendations,recommendation; profile; frontend,frontend,1665,699.0
1966c8584cc7f381,7660,15,False,0.0,,HTTP GET /hotels,geo; rate; search; profile; frontend; reservation,frontend,1964,510.6666666666667
47b40ae0a9c70410,3631,6,False,0.0,,HTTP GET /recommendations,recommendation; profile; frontend,frontend,1543,605.1666666666666
57c0fed27c76670c,8510,15,False,0.0,,HTTP GET /hotels,geo; rate; search; frontend; profile; reservation,frontend,1721,567.3333333333334
66561b4a606d9891,5549,15,False,0.0,,HTTP GET /hotels,geo; rate; search; frontend; profile; reservation,frontend,1360,369.93333333333334
5966f1eafeb9af2e,8722,15,False,0.0,,HTTP GET /hotels,geo; search; rate; profile; frontend; reservation,frontend,1655,583.8666666666667
4c50fab41be12494,5631,15,False,0.0,,HTTP GET /hotels,geo; search; rate; profile; frontend; reservation,frontend,1567,375.4
0d941aa4068cb2d9,4268,15,False,0.0,,HTTP GET /hotels,geo; search; rate; profile; frontend; reservation,search,1092,286.73333333333335
751c743416808279,7397,15,False,0.0,,HTTP GET /hotels,geo; rate; search; profile; frontend; reservation,frontend,1347,495.06666666666666
1a5da3aa15c96708,7560,15,False,0.0,,HTTP GET /hotels,geo; rate; search; profile; frontend; reservation,frontend,1356,507.1333333333333
08096f7a83e3dcfd,5436,15,False,0.0,,HTTP GET /hotels,geo; rate; search; profile; frontend; reservation,frontend,1469,363.6666666666667
3de52ab7e6bdb96b,9429,15,False,0.0,,HTTP GET /hotels,geo; search; rate; profile; frontend; reservation,frontend,1683,631.8
49c61da2357d4710,5998,15,False,0.0,,HTTP GET /hotels,geo; rate; search; profile; frontend; reservation,search,1475,399.8666666666667
25de32c2c9de0e43,3753,6,False,0.0,,HTTP GET /recommendations,recommendation; profile; frontend,frontend,1610,625.5
7615df88d8e26ec2,5815,15,False,0.0,,HTTP GET /hotels,geo; rate; search; frontend; profile; reservation,search,1461,387.6666666666667
5b9fb62f18f4936b,6013,15,False,0.0,,HTTP GET /hotels,geo; search; rate; profile; frontend; reservation,frontend,1529,400.8666666666667
0436ca7a8166d03c,3766,6,False,0.0,,HTTP GET /recommendations,profile; recommendation; frontend,frontend,1477,627.6666666666666
70c57b914fd0c2f4,8972,15,False,0.0,,HTTP GET /hotels,geo; rate; search; profile; frontend; reservation,frontend,1612,598.1333333333333
45859ca373d6ea86,7302,15,False,0.0,,HTTP GET /hotels,geo; rate; search; profile; frontend; reservation,frontend,1389,493.8666666666667
0138e4188e65f29b,4101,6,False,0.0,,HTTP GET /recommendations,recommendation; profile; frontend,frontend,1733,683.5
51cec806aaf243ea,6030,15,False,0.0,,HTTP GET /hotels,geo; search; rate; profile; frontend; reservation,frontend,1657,402.0
726dcbe763f81e94,3920,6,False,0.0,,HTTP GET /recommendations,profile; recommendation; frontend,frontend,1759,653.3333333333334
3d39e3c1835c366f,2920,6,False,0.0,,HTTP GET /recommendations,profile; recommendation; frontend,profile,1125,486.6666666666667
2a5a4a28db9e4b98,8479,15,False,0.0,,HTTP GET /hotels,geo; rate; search; profile; frontend; reservation,frontend,1690,565.2666666666667
363a0b9ac097d7ef,4282,6,False,0.0,,HTTP GET /recommendations,recommendation; profile; frontend,frontend,1826,713.6666666666666
178dd0a07382ce6e,4364,6,False,0.0,,HTTP GET /recommendations,recommendation; profile; frontend,frontend,1715,727.3333333333334
5be30460f6652121,3023,6,False,0.0,,HTTP GET /recommendations,recommendation; profile; frontend,frontend,1166,503.8333333333333
62c47aab8e297fc2,6081,15,False,0.0,,HTTP GET /hotels,geo; search; rate; profile; frontend; reservation,frontend,1736,405.4
6d7aa2aaa9d84a90,3728,6,False,0.0,,HTTP GET /recommendations,profile; recommendation; frontend,frontend,1431,621.3333333333334
7b37b8d19a5c3647,6275,15,False,0.0,,HTTP GET /hotels,geo; rate; search; profile; frontend; reservation,frontend,1671,418.3333333333333
3234fbea53011349,7630,15,False,0.0,,HTTP GET /hotels,geo; rate; search; profile; frontend; reservation,frontend,1418,512.0666666666667
3f5f298c170836cb,6546,15,False,0.0,,HTTP GET /hotels,geo; rate; search; profile; frontend; reservation,frontend,1163,442.26666666666665
188edf38ca0bb866,7132,15,False,0.0,,HTTP GET /hotels,geo; rate; search; profile; frontend; reservation,frontend,1297,481.2
25768f7872f39878,6505,15,False,0.0,,HTTP GET /hotels,geo; rate; search; profile; frontend; reservation,frontend,1149,441.0
6539c3da7a6e6512,6535,15,False,0.0,,HTTP GET /hotels,geo; search; rate; profile; frontend; reservation,frontend,1828,437.26666666666665
5448e73a338dca41,8284,15,False,0.0,,HTTP GET /hotels,geo; rate; search; profile; frontend; reservation,frontend,1668,553.9333333333333
139b0db913c7d79f,3317,6,False,0.0,,HTTP GET /recommendations,recommendation; profile; frontend,frontend,1490,552.8333333333334
039afb0903cebf14,3691,6,False,0.0,,HTTP GET /recommendations,recommendation; profile; frontend,frontend,1500,615.1666666666666
2bbc4acde709d94a,3658,6,False,0.0,,HTTP GET /recommendations,recommendation; profile; frontend,frontend,1512,609.6666666666666
26e61c3dcba19b86,3395,6,False,0.0,,HTTP GET /recommendations,profile; recommendation; frontend,frontend,1136,565.8333333333334
2f5ecac1e751b124,3665,6,False,0.0,,HTTP GET /recommendations,profile; recommendation; frontend,frontend,1383,610.8333333333334
237de20fd5b6edc6,4085,6,False,0.0,,HTTP GET /recommendations,profile; recommendation; frontend,frontend,1562,680.8333333333334
5c9bfdbd3da4ec3f,8477,15,False,0.0,,HTTP GET /hotels,geo; search; rate; profile; frontend; reservation,search,1622,570.8666666666667
2734c046598a35f3,3895,6,False,0.0,,HTTP GET /recommendations,recommendation; profile; frontend,frontend,1664,649.1666666666666
63b740b2bb275a18,4064,6,False,0.0,,HTTP GET /recommendations,recommendation; profile; frontend,frontend,1557,677.3333333333334
5ab1c41aaf39fa9c,4006,6,False,0.0,,HTTP GET /recommendations,recommendation; profile; frontend,frontend,1700,667.6666666666666
554319f7f8e5d679,3472,6,False,0.0,,HTTP GET /recommendations,recommendation; profile; frontend,frontend,1513,578.6666666666666
6abcf99a641b771e,6378,15,False,0.0,,HTTP GET /hotels,geo; rate; search; profile; frontend; reservation,frontend,1596,425.2
6449adb635bdedec,8402,15,False,0.0,,HTTP GET /hotels,geo; rate; search; frontend; profile; reservation,frontend,1595,564.8666666666667
6004c9f5d2b9081f,6223,15,False,0.0,,HTTP GET /hotels,geo; rate; search; frontend; profile; reservation,search,1197,420.6
77660a2110ef926d,3064,6,False,0.0,,HTTP GET /recommendations,recommendation; profile; frontend,frontend,1387,510.6666666666667
32dc5dd90140de82,4669,15,False,0.0,,HTTP GET /hotels,geo; rate; search; frontend; profile; reservation,search,1084,311.26666666666665
7b873dc45c11626c,9019,15,False,0.0,,HTTP GET /hotels,geo; search; rate; profile; frontend; reservation,search,1419,601.2666666666667
5bcbfb7dad810675,3196,6,False,0.0,,HTTP GET /recommendations,profile; recommendation; frontend,frontend,1361,532.6666666666666
5528ab68c93f07e2,6449,15,False,0.0,,HTTP GET /hotels,geo; search; rate; profile; frontend; reservation,search,990,429.93333333333334
4543b4d2e5cb8230,3325,6,False,0.0,,HTTP GET /recommendations,profile; recommendation; frontend,frontend,1332,554.1666666666666
2ddc56edee20c719,7350,15,False,0.0,,HTTP GET /hotels,geo; search; rate; profile; frontend; reservation,search,1322,495.8
14b8a4d52a1694c6,3951,6,False,0.0,,HTTP GET /recommendations,profile; recommendation; frontend,frontend,1703,658.5
3fd0eb9c789cbfea,7690,15,False,0.0,,HTTP GET /hotels,geo; search; rate; profile; frontend; reservation,frontend,1497,512.6666666666666
695f5eb69a420e9b,6281,15,False,0.0,,HTTP GET /hotels,geo; rate; search; profile; frontend; reservation,search,1643,418.73333333333335
02940f374c546815,3844,6,False,0.0,,HTTP GET /recommendations,recommendation; profile; frontend,frontend,1761,640.6666666666666
3f3b3f28c649da6e,3803,6,False,0.0,,HTTP GET /recommendations,recommendation; profile; frontend,frontend,1476,633.8333333333334
3be2ac2c1bd1fafa,3486,6,False,0.0,,HTTP GET /recommendations,recommendation; profile; frontend,frontend,1169,581.0
49174880bc046b79,7371,15,False,0.0,,HTTP GET /hotels,geo; search; rate; profile; frontend; reservation,frontend,1319,494.1333333333333
78bdfffa1da8b044,4212,6,False,0.0,,HTTP GET /recommendations,recommendation; profile; frontend,frontend,2120,702.0
4e739057829f7695,5332,15,False,0.0,,HTTP GET /hotels,geo; search; rate; profile; frontend; reservation,search,905,373.4
21094f872373f212,5914,15,False,0.0,,HTTP GET /hotels,geo; rate; search; profile; frontend; reservation,frontend,1595,394.26666666666665
263ed202d25da5c3,4197,6,False,0.0,,HTTP GET /recommendations,recommendation; profile; frontend,frontend,1789,699.5
7e34ee9975cebca7,8881,15,False,0.0,,HTTP GET /hotels,geo; search; rate; profile; frontend; reservation,frontend,1583,595.5333333333333
5d8e89e9dc926d24,3461,6,False,0.0,,HTTP GET /recommendations,profile; recommendation; frontend,frontend,1474,576.8333333333334
6162cdd713bd4014,6407,15,False,0.0,,HTTP GET /hotels,geo; search; rate; profile; frontend; reservation,frontend,1675,427.1333333333333
3dbc4c64bb85d456,5191,15,False,0.0,,HTTP GET /hotels,geo; search; rate; profile; frontend; reservation,frontend,1292,346.06666666666666
4d5b6a2a1a54d3c9,8661,15,False,0.0,,HTTP GET /hotels,geo; rate; search; profile; frontend; reservation,frontend,1691,577.4
180a4fcae93953f0,3755,6,False,0.0,,HTTP GET /recommendations,recommendation; profile; frontend,frontend,1608,625.8333333333334
51f7770067a72f90,8444,15,False,0.0,,HTTP GET /hotels,geo; rate; search; profile; frontend; reservation,frontend,1647,562.9333333333333
1dc4efd14de2c4f3,5611,15,False,0.0,,HTTP GET /hotels,geo; search; rate; profile; frontend; reservation,frontend,1530,374.06666666666666
5d1adbb995e39ff3,6369,15,False,0.0,,HTTP GET /hotels,geo; rate; search; frontend; profile; reservation,frontend,1589,424.6
02f8cadb56fa832f,8261,15,False,0.0,,HTTP GET /hotels,geo; rate; search; frontend; profile; reservation,frontend,1454,550.7333333333333
00b9a8564b18e6fe,3341,6,False,0.0,,HTTP GET /recommendations,recommendation; profile; frontend,frontend,1375,556.8333333333334
0d44145070998b76,7905,15,False,0.0,,HTTP GET /hotels,geo; rate; search; frontend; profile; reservation,frontend,1459,531.6
36a1c9b67daa8100,8420,15,False,0.0,,HTTP GET /hotels,geo; search; rate; profile; frontend; reservation,frontend,1502,561.3333333333334
136135cfa4a77220,6470,15,False,0.0,,HTTP GET /hotels,geo; search; rate; profile; frontend; reservation,frontend,1522,431.3333333333333
7fe396cfd892dd4e,7657,15,False,0.0,,HTTP GET /hotels,geo; rate; search; profile; frontend; reservation,frontend,1501,510.46666666666664
00d1aebaf864c967,8177,15,False,0.0,,HTTP GET /hotels,geo; rate; search; profile; frontend; reservation,frontend,1653,546.4666666666667
7fa51bff5c40c866,6069,15,False,0.0,,HTTP GET /hotels,geo; search; rate; profile; frontend; reservation,frontend,1627,405.73333333333335
2756384e91e0a3d2,3640,6,False,0.0,,HTTP GET /recommendations,recommendation; profile; frontend,frontend,1529,606.6666666666666
26c956a2137b08a1,7871,15,False,0.0,,HTTP GET /hotels,geo; rate; search; profile; frontend; reservation,search,1221,530.3333333333334
748d3788ffcc57be,6495,15,False,0.0,,HTTP GET /hotels,geo; rate; search; profile; frontend; reservation,frontend,1701,433.0
54eebd40ccf726e1,4278,6,False,0.0,,HTTP GET /recommendations,recommendation; profile; frontend,frontend,1829,713.0
349d277a4ccb4341,8237,15,False,0.0,,HTTP GET /hotels,geo; rate; search; frontend; profile; reservation,frontend,1634,556.7333333333333
3f233aca38a7376d,5729,7,False,0.0,,HTTP GET /recommendations,recommendation; profile; frontend,frontend,1751,818.4285714285714
1990b0c04cf4dd1d,3074,6,False,0.0,,HTTP GET /recommendations,recommendation; profile; frontend,frontend,1346,512.3333333333334
65f063ffba3f5339,3563,6,False,0.0,,HTTP GET /recommendations,profile; recommendation; frontend,frontend,1320,593.8333333333334
5ca06c3f3d6b752f,21771,15,False,0.0,,HTTP GET /hotels,geo; search; rate; profile; frontend; reservation,frontend,16602,1451.4
1798392475e54fd0,4049,6,False,0.0,,HTTP GET /recommendations,profile; recommendation; frontend,frontend,1654,674.8333333333334
16344b7e6d36dda1,9098,15,False,0.0,,HTTP GET /hotels,geo; search; rate; profile; frontend; reservation,frontend,1884,612.9333333333333
11f612f8e341f303,4192,6,False,0.0,,HTTP GET /recommendations,recommendation; profile; frontend,frontend,1647,698.6666666666666
776cdd63df07b480,6295,15,False,0.0,,HTTP GET /hotels,geo; rate; search; profile; frontend; reservation,frontend,1477,422.0
3b46aa9c5f093ff4,5276,15,False,0.0,,HTTP GET /hotels,geo; rate; search; profile; frontend; reservation,frontend,1550,353.6666666666667
45bdd1891b57fdc5,8081,15,False,0.0,,HTTP GET /hotels,geo; rate; search; profile; frontend; reservation,frontend,1515,538.7333333333333
37f84576aafdabc8,4194,6,False,0.0,,HTTP GET /recommendations,recommendation; profile; frontend,frontend,1665,699.0
1966c8584cc7f381,7660,15,False,0.0,,HTTP GET /hotels,geo; rate; search; profile; frontend; reservation,frontend,1964,510.6666666666667
47b40ae0a9c70410,3631,6,False,0.0,,HTTP GET /recommendations,recommendation; profile; frontend,frontend,1543,605.1666666666666
57c0fed27c76670c,8510,15,False,0.0,,HTTP GET /hotels,geo; rate; search; frontend; profile; reservation,frontend,1721,567.3333333333334
66561b4a606d9891,5549,15,False,0.0,,HTTP GET /hotels,geo; rate; search; frontend; profile; reservation,frontend,1360,369.93333333333334
5966f1eafeb9af2e,8722,15,False,0.0,,HTTP GET /hotels,geo; search; rate; profile; frontend; reservation,frontend,1655,583.8666666666667
4c50fab41be12494,5631,15,False,0.0,,HTTP GET /hotels,geo; search; rate; profile; frontend; reservation,frontend,1567,375.4
0d941aa4068cb2d9,4268,15,False,0.0,,HTTP GET /hotels,geo; search; rate; profile; frontend; reservation,search,1092,286.73333333333335
751c743416808279,7397,15,False,0.0,,HTTP GET /hotels,geo; rate; search; profile; frontend; reservation,frontend,1347,495.06666666666666
1a5da3aa15c96708,7560,15,False,0.0,,HTTP GET /hotels,geo; rate; search; profile; frontend; reservation,frontend,1356,507.1333333333333
08096f7a83e3dcfd,5436,15,False,0.0,,HTTP GET /hotels,geo; rate; search; profile; frontend; reservation,frontend,1469,363.6666666666667
3de52ab7e6bdb96b,9429,15,False,0.0,,HTTP GET /hotels,geo; search; rate; profile; frontend; reservation,frontend,1683,631.8
49c61da2357d4710,5998,15,False,0.0,,HTTP GET /hotels,geo; rate; search; profile; frontend; reservation,search,1475,399.8666666666667
25de32c2c9de0e43,3753,6,False,0.0,,HTTP GET /recommendations,recommendation; profile; frontend,frontend,1610,625.5
7615df88d8e26ec2,5815,15,False,0.0,,HTTP GET /hotels,geo; rate; search; frontend; profile; reservation,search,1461,387.6666666666667
5b9fb62f18f4936b,6013,15,False,0.0,,HTTP GET /hotels,geo; search; rate; profile; frontend; reservation,frontend,1529,400.8666666666667
0436ca7a8166d03c,3766,6,False,0.0,,HTTP GET /recommendations,profile; recommendation; frontend,frontend,1477,627.6666666666666
70c57b914fd0c2f4,8972,15,False,0.0,,HTTP GET /hotels,geo; rate; search; profile; frontend; reservation,frontend,1612,598.1333333333333
45859ca373d6ea86,7302,15,False,0.0,,HTTP GET /hotels,geo; rate; search; profile; frontend; reservation,frontend,1389,493.8666666666667
