trace_id,latency,total_spans,contains_errors,error_rate,error_messages,operation,services,longest_span_service,longest_span_duration,mean_span_duration
01e323cf7d5f66db,15748,33,False,0.0,,/wrk2-api/post/compose,unique-id-service; user-mention-service; user-service; social-graph-service; text-service; url-shorten-service; home-timeline-service; post-storage-service; compose-post-service; user-timeline-service; nginx-web-server; media-service,user-timeline-service,1788,630.6666666666666
007f4861721d735d,16242,33,False,0.0,,/wrk2-api/post/compose,unique-id-service; user-mention-service; user-service; social-graph-service; text-service; url-shorten-service; home-timeline-service; post-storage-service; compose-post-service; user-timeline-service; nginx-web-server; media-service,nginx-web-server,1684,629.1818181818181
020922b7b0d29df5,17128,33,False,0.0,,/wrk2-api/post/compose,unique-id-service; social-graph-service; text-service; nginx-web-server; compose-post-service; url-shorten-service; home-timeline-service; post-storage-service; user-mention-service; user-timeline-service; user-service; media-service,url-shorten-service,1739,666.060606060606
00fa700d8baf4c73,6040,7,False,0.0,,/wrk2-api/user-timeline/read,user-timeline-service; nginx-web-server; post-storage-service,user-timeline-service,3589,862.8571428571429
015094eaf2bb973b,5984,7,False,0.0,,/wrk2-api/user-timeline/read,user-timeline-service; nginx-web-server; post-storage-service,user-timeline-service,2769,854.8571428571429
007f4861721d735d,16242,33,False,0.0,,/wrk2-api/post/compose,unique-id-service; user-mention-service; user-service; social-graph-service; text-service; url-shorten-service; home-timeline-service; post-storage-service; compose-post-service; user-timeline-service; nginx-web-server; media-service,nginx-web-server,1684,629.1818181818181
020922b7b0d29df5,17128,33,False,0.0,,/wrk2-api/post/compose,unique-id-service; social-graph-service; text-service; nginx-web-server; compose-post-service; url-shorten-service; home-timeline-service; post-storage-service; user-mention-service; user-timeline-service; user-service; media-service,url-shorten-service,1739,666.060606060606
021123637649d744,5723,7,False,0.0,,/wrk2-api/user-timeline/read,user-timeline-service; nginx-web-server; post-storage-service,user-timeline-service,2490,817.5714285714286
019cd0c3c7103231,4739,7,False,0.0,,/wrk2-api/user-timeline/read,user-timeline-service; nginx-web-server; post-storage-service,user-timeline-service,1970,677.0
00bbfeb57315d093,5207,7,False,0.0,,/wrk2-api/user-timeline/read,user-timeline-service; nginx-web-server; post-storage-service,user-timeline-service,2398,743.8571428571429
01e323cf7d5f66db,15748,33,False,0.0,,/wrk2-api/post/compose,unique-id-service; user-mention-service; user-service; social-graph-service; text-service; url-shorten-service; home-timeline-service; post-storage-service; compose-post-service; user-timeline-service; nginx-web-server; media-service,user-timeline-service,1788,630.6666666666666
02340bea177f98cd,5677,7,False,0.0,,/wrk2-api/user-timeline/read,user-timeline-service; nginx-web-server; post-storage-service,user-timeline-service,2661,811.0
007f4861721d735d,16242,33,False,0.0,,/wrk2-api/post/compose,unique-id-service; user-mention-service; user-service; social-graph-service; text-service; url-shorten-service; home-timeline-service; post-storage-service; compose-post-service; user-timeline-service; nginx-web-server; media-service,nginx-web-server,1684,629.1818181818181
020922b7b0d29df5,17128,33,False,0.0,,/wrk2-api/post/compose,unique-id-service; social-graph-service; text-service; nginx-web-server; compose-post-service; url-shorten-service; home-timeline-service; post-storage-service; user-mention-service; user-timeline-service; user-service; media-service,url-shorten-service,1739,666.060606060606
01e323cf7d5f66db,15748,33,False,0.0,,/wrk2-api/post/compose,unique-id-service; user-mention-service; user-service; social-graph-service; text-service; url-shorten-service; home-timeline-service; post-storage-service; compose-post-service; user-timeline-service; nginx-web-server; media-service,user-timeline-service,1788,630.6666666666666
007f4861721d735d,16242,33,False,0.0,,/wrk2-api/post/compose,unique-id-service; user-mention-service; user-service; social-graph-service; text-service; url-shorten-service; home-timeline-service; post-storage-service; compose-post-service; user-timeline-service; nginx-web-server; media-service,nginx-web-server,1684,629.1818181818181
020922b7b0d29df5,17128,33,False,0.0,,/wrk2-api/post/compose,unique-id-service; social-graph-service; text-service; nginx-web-server; compose-post-service; url-shorten-service; home-timeline-service; post-storage-service; user-mention-service; user-timeline-service; user-service; media-service,url-shorten-service,1739,666.060606060606
01e323cf7d5f66db,15748,33,False,0.0,,/wrk2-api/post/compose,unique-id-service; user-mention-service; user-service; social-graph-service; text-service; url-shorten-service; home-timeline-service; post-storage-service; compose-post-service; user-timeline-service; nginx-web-server; media-service,user-timeline-service,1788,630.6666666666666
007f4861721d735d,16242,33,False,0.0,,/wrk2-api/post/compose,unique-id-service; user-mention-service; user-service; social-graph-service; text-service; url-shorten-service; home-timeline-service; post-storage-service; compose-post-service; user-timeline-service; nginx-web-server; media-service,nginx-web-server,1684,629.1818181818181
020922b7b0d29df5,17128,33,False,0.0,,/wrk2-api/post/compose,unique-id-service; social-graph-service; text-service; nginx-web-server; compose-post-service; url-shorten-service; home-timeline-service; post-storage-service; user-mention-service; user-timeline-service; user-service; media-service,url-shorten-service,1739,666.060606060606
01e323cf7d5f66db,15748,33,False,0.0,,/wrk2-api/post/compose,unique-id-service; user-mention-service; user-service; social-graph-service; text-service; url-shorten-service; home-timeline-service; post-storage-service; compose-post-service; user-timeline-service; nginx-web-server; media-service,user-timeline-service,1788,630.6666666666666
007f4861721d735d,16242,33,False,0.0,,/wrk2-api/post/compose,unique-id-service; user-mention-service; user-service; social-graph-service; text-service; url-shorten-service; home-timeline-service; post-storage-service; compose-post-service; user-timeline-service; nginx-web-server; media-service,nginx-web-server,1684,629.1818181818181
020922b7b0d29df5,17128,33,False,0.0,,/wrk2-api/post/compose,unique-id-service; social-graph-service; text-service; nginx-web-server; compose-post-service; url-shorten-service; home-timeline-service; post-storage-service; user-mention-service; user-timeline-service; user-service; media-service,url-shorten-service,1739,666.060606060606
01e323cf7d5f66db,15748,33,False,0.0,,/wrk2-api/post/compose,unique-id-service; user-mention-service; user-service; social-graph-service; text-service; url-shorten-service; home-timeline-service; post-storage-service; compose-post-service; user-timeline-service; nginx-web-server; media-service,user-timeline-service,1788,630.6666666666666
