trace_id,latency,total_spans,contains_errors,error_rate,error_messages,operation,services,longest_span_service,longest_span_duration,mean_span_duration
00d6487711041553,12639,33,False,0.0,,/wrk2-api/post/compose,media-service; unique-id-service; user-timeline-service; home-timeline-service; user-mention-service; url-shorten-service; nginx-web-server; post-storage-service; user-service; social-graph-service; compose-post-service; text-service,user-mention-service,1705,534.969696969697
01ad7727195e5d8f,16333,33,False,0.0,,/wrk2-api/post/compose,media-service; unique-id-service; user-timeline-service; home-timeline-service; user-mention-service; url-shorten-service; nginx-web-server; post-storage-service; user-service; social-graph-service; compose-post-service; text-service,user-mention-service,1926,672.8181818181819
0263c4a323d8c353,15539,33,False,0.0,,/wrk2-api/post/compose,media-service; unique-id-service; user-timeline-service; home-timeline-service; user-mention-service; url-shorten-service; nginx-web-server; post-storage-service; user-service; social-graph-service; compose-post-service; text-service,user-mention-service,2207,630.9090909090909
027cdef1f0cafec2,13521,33,False,0.0,,/wrk2-api/post/compose,media-service; unique-id-service; user-timeline-service; home-timeline-service; user-mention-service; url-shorten-service; nginx-web-server; post-storage-service; user-service; social-graph-service; compose-post-service; text-service,user-mention-service,1784,543.1515151515151
01ad7727195e5d8f,16333,33,False,0.0,,/wrk2-api/post/compose,media-service; unique-id-service; user-timeline-service; home-timeline-service; user-mention-service; url-shorten-service; nginx-web-server; post-storage-service; user-service; social-graph-service; compose-post-service; text-service,user-mention-service,1926,672.8181818181819
0263c4a323d8c353,15539,33,False,0.0,,/wrk2-api/post/compose,media-service; unique-id-service; user-timeline-service; home-timeline-service; user-mention-service; url-shorten-service; nginx-web-server; post-storage-service; user-service; social-graph-service; compose-post-service; text-service,user-mention-service,2207,630.9090909090909
027cdef1f0cafec2,13521,33,False,0.0,,/wrk2-api/post/compose,media-service; unique-id-service; user-timeline-service; home-timeline-service; user-mention-service; url-shorten-service; nginx-web-server; post-storage-service; user-service; social-graph-service; compose-post-service; text-service,user-mention-service,1784,543.1515151515151
00d6487711041553,12639,33,False,0.0,,/wrk2-api/post/compose,media-service; unique-id-service; user-timeline-service; home-timeline-service; user-mention-service; url-shorten-service; nginx-web-server; post-storage-service; user-service; social-graph-service; compose-post-service; text-service,user-mention-service,1705,534.969696969697
0263c4a323d8c353,15539,33,False,0.0,,/wrk2-api/post/compose,media-service; unique-id-service; user-timeline-service; home-timeline-service; user-mention-service; url-shorten-service; nginx-web-server; post-storage-service; user-service; social-graph-service; compose-post-service; text-service,user-mention-service,2207,630.9090909090909
027cdef1f0cafec2,13521,33,False,0.0,,/wrk2-api/post/compose,media-service; unique-id-service; user-timeline-service; home-timeline-service; user-mention-service; url-shorten-service; nginx-web-server; post-storage-service; user-service; social-graph-service; compose-post-service; text-service,user-mention-service,1784,543.1515151515151
00d6487711041553,12639,33,False,0.0,,/wrk2-api/post/compose,media-service; unique-id-service; user-timeline-service; home-timeline-service; user-mention-service; url-shorten-service; nginx-web-server; post-storage-service; user-service; social-graph-service; compose-post-service; text-service,user-mention-service,1705,534.969696969697
01ad7727195e5d8f,16333,33,False,0.0,,/wrk2-api/post/compose,media-service; unique-id-service; user-timeline-service; home-timeline-service; user-mention-service; url-shorten-service; nginx-web-server; post-storage-service; user-service; social-graph-service; compose-post-service; text-service,user-mention-service,1926,672.8181818181819
